FID,OBJECTID,EXPEDIENTE,T_PROCESO,NOMBRE,OBSERV,ID_PROC_PT,COOR_ESTE,COOR_NORTE,Georrefere,Fecha,Sitio,Vereda,Georrefe_1,Orientacio,Orientac_1,Cobertura,Curvatura,Distancia_,Distancia1,Distanci_1,DTM,Geologia,Geomorfolo,NDVI,Orientac_2,Rugosidad,Slope,TPI,UGS
"2,436","3,209", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2207-FI,0.000000000000000,0.000000000000000, , , , , ,135.000000000000000,0.000000000000000,6,-0.8193750,117.9250031,"3,347.5000000",297.1220093,"1,885.8000488",7,69,0.2604260,113.1220016,48,35.7947998,-13.3506002,8
"2,437","3,210", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2208-FI,0.000000000000000,0.000000000000000, , , , , ,234.000000000000000,0.000000000000000,6,0.2574220,162.9799957,"3,383.2800293",320.1560059,"1,911.3100586",7,69,0.2755790,134.7070007,11,42.4864998,-9.1413603,8
"2,438","3,211", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2209-FI,0.000000000000000,0.000000000000000, , , , , ,254.000000000000000,0.000000000000000,14,0.1235940,51.5387993,"1,879.1999512",75.0000000,"2,111.8701172",7,5,0.3363130,230.1349945,135,46.8163986,8.5219698,8
"2,439","3,212", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2210-FI,0.000000000000000,0.000000000000000, , , , , ,189.000000000000000,0.000000000000000,14,-1.8229700,125.0000000,"1,879.1999512",12.5000000,"2,211.8500977",7,5,0.4079690,257.1879883,200,38.6278992,3.7338901,8
"2,440","3,213", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2211-FI,0.000000000000000,0.000000000000000, , , , , ,341.000000000000000,0.000000000000000,6,1.1035900,137.5000000,"3,335.1398926",262.5000000,"2,083.1000977",7,69,0.3390730,189.0160065,112,26.9801006,10.1912003,8
"2,441","3,214", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2212-FI,0.000000000000000,0.000000000000000, , , , , ,224.000000000000000,0.000000000000000,6,1.8531200,190.3939972,"2,489.0400391",200.0000000,"2,231.5000000",9,63,0.4066140,340.9570007,242,39.6899986,44.1995010,46
"2,442","3,215", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2213-FI,0.000000000000000,0.000000000000000, , , , , ,24.000000000000000,0.000000000000000,14,0.8275000,62.5000000,"1,578.0699463",238.8119965,"2,038.1500244",7,5,0.0875395,223.8480072,145,35.0611000,8.3774405,8
"2,443","3,216", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2214-FI,0.000000000000000,0.000000000000000, , , , , ,176.000000000000000,0.000000000000000,9,0.8504690,35.3553009,"3,702.5500488",912.5859985,"3,120.4399414",6,62,0.1520060,23.2070999,192,22.6154995,12.9689999,39
"2,444","3,217", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2215-FI,0.000000000000000,0.000000000000000, , , , , ,16.000000000000000,0.000000000000000,14,-0.6815620,76.0345001,"3,600.3500977",804.3829956,"3,207.5000000",6,35,0.2874410,174.2359924,85,30.2268009,-8.4421396,14
"2,445","3,218", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2216-FI,0.000000000000000,0.000000000000000, , , , , ,32.000000000000000,0.000000000000000,10,-0.0362500,75.0000000,"3,644.8601074",687.8410034,"3,128.9099121",6,62,0.2278800,15.8942003,197,16.3288002,6.0481000,39
"2,446","3,219", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2217-FI,0.000000000000000,0.000000000000000, , , , , ,69.000000000000000,0.000000000000000,14,0.3206250,25.0000000,"3,751.0200195","1,117.1999512","3,303.5000000",6,62,0.2731870,28.4421005,182,28.6298008,31.4340992,14
"2,447","3,220", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2218-FI,0.000000000000000,0.000000000000000, , , , , ,17.000000000000000,0.000000000000000,14,1.1146899,17.6777000,"3,684.6398926",990.0280151,"3,252.6201172",6,35,0.4922780,37.1576004,160,36.1054993,-13.0852003,14
"2,448","3,221", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2219-FI,0.000000000000000,0.000000000000000, , , , , ,72.000000000000000,0.000000000000000,9,1.2206300,45.0694008,"3,579.4599609",996.9479980,"3,188.0000000",6,62,0.2414890,9.5261803,207,23.3355007,-12.5674000,14
"2,449","3,222", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2220-FI,0.000000000000000,0.000000000000000, , , , , ,97.000000000000000,0.000000000000000,14,-0.3487500,72.8869019,"2,824.2800293","1,227.9300537","3,447.6899414",6,35,0.4889160,72.0772018,162,10.4623003,-5.3168898,39
"2,450","3,223", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2221-FI,0.000000000000000,0.000000000000000, , , , , ,26.000000000000000,0.000000000000000,14,0.2618750,75.0000000,"2,845.7500000","1,270.8900146","3,454.5200195",6,35,0.4529190,97.2666016,157,8.4157801,-0.2651370,39
"2,451","3,224", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2222-FI,0.000000000000000,0.000000000000000, , , , , ,21.000000000000000,0.000000000000000,14,-2.9434400,130.5039978,"3,082.6398926","1,415.9799805","3,456.1398926",6,35,0.5708570,39.1085014,173,23.1529007,-32.2625008,14
"2,452","3,225", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2223-FI,0.000000000000000,0.000000000000000, , , , , ,134.000000000000000,0.000000000000000,14,1.1660900,158.1139984,"2,552.0800781","1,201.8900146","3,542.8601074",6,35,0.3674960,20.5806999,192,13.0242996,13.6071997,39
"2,453","3,226", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2224-FI,0.000000000000000,0.000000000000000, , , , , ,151.000000000000000,0.000000000000000,14,2.6387501,276.6990051,"2,235.9599609",905.2800293,"3,666.7199707",6,35,0.2505570,133.8470001,0,63.7055016,14.3739996,14
"2,454","3,227", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2225-FI,0.000000000000000,0.000000000000000, , , , , ,176.000000000000000,0.000000000000000,14,1.8934400,95.1971970,"2,210.2399902",857.5040283,"3,628.9299316",6,35,0.4568990,152.5019989,0,54.9844017,-11.3156996,14
"2,455","3,228", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2226-FI,0.000000000000000,0.000000000000000, , , , , ,88.000000000000000,0.000000000000000,14,-0.4926560,12.5000000,"2,155.1201172",810.1890259,"3,678.1101074",6,35,0.3515130,175.8959961,83,31.3565006,16.3654995,14
"2,456","3,229", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2227-FI,0.000000000000000,0.000000000000000, , , , , ,140.000000000000000,0.000000000000000,18,-0.4645310,213.6000061,"1,945.6700439",627.6199951,"3,732.5000000",6,38,0.3083850,87.5945969,137,16.7595005,-3.9052701,36
"2,457","3,230", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2228-FI,0.000000000000000,0.000000000000000, , , , , ,122.000000000000000,0.000000000000000,14,-0.0181250,75.0000000,"2,929.2700195",414.2009888,"3,317.0000000",6,62,0.5289630,140.1269989,0,47.2243996,-21.5916004,14
"2,458","3,231", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2229-FI,0.000000000000000,0.000000000000000, , , , , ,7.000000000000000,0.000000000000000,11,0.1090630,12.5000000,"3,001.9299316",475.0000000,"3,267.9499512",6,62,0.5068830,122.4739990,114,18.5690994,-51.7117004,14
"2,459","3,232", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2230-FI,0.000000000000000,0.000000000000000, , , , , ,69.000000000000000,0.000000000000000,11,-0.0929687,160.0780029,"3,063.4899902",468.5419922,"3,102.3300781",6,62,0.2869740,10.1820002,198,12.7695999,-1.8996600,39
"2,460","3,233", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2231-FI,0.000000000000000,0.000000000000000, , , , , ,46.000000000000000,0.000000000000000,11,1.1090600,249.0610046,"2,859.4699707",402.5310059,"3,216.9399414",6,62,0.2935890,68.9329987,145,19.3412991,8.1301298,39
"2,461","3,234", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2232-FI,0.000000000000000,0.000000000000000, , , , , ,55.000000000000000,0.000000000000000,14,1.0629700,12.5000000,"1,762.9000244",240.4420013,"3,469.0000000",7,61,0.3779040,46.4729004,148,33.0713997,-3.6391599,40
"2,462","3,235", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2233-FI,0.000000000000000,0.000000000000000, , , , , ,82.000000000000000,0.000000000000000,14,-0.2345310,12.5000000,"1,527.3499756",480.2340088,"3,685.6000977",7,61,0.3540360,55.4808998,140,29.4766006,-4.9960899,40
"2,463","3,236", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2234-FI,0.000000000000000,0.000000000000000, , , , , ,110.000000000000000,0.000000000000000,14,0.5276560,25.0000000,"1,364.0500488",253.1060028,"3,777.5000000",7,61,0.3694610,78.0216980,93,34.2482986,-6.6379399,40
"2,464","3,237", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2235-FI,0.000000000000000,0.000000000000000, , , , , ,111.000000000000000,0.000000000000000,19,-0.2578130,62.5000000,"1,196.3499756",88.3883972,"3,837.5000000",7,61,0.1413520,105.8580017,114,20.2353001,-2.6899400,40
"2,465","3,238", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2236-FI,0.000000000000000,0.000000000000000, , , , , ,123.000000000000000,0.000000000000000,19,0.1750000,39.5284996,"1,218.6700439",123.7440033,"3,820.5000000",7,61,0.1676920,113.0210037,118,18.2301998,-1.0859400,40
"2,466","3,239", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2237-FI,0.000000000000000,0.000000000000000, , , , , ,105.000000000000000,0.000000000000000,14,-0.8318750,12.5000000,"1,342.8000488",318.6889954,"3,720.0000000",7,61,0.3791790,122.4049988,54,33.0952988,-6.1696801,40
"2,467","3,240", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2238-FI,0.000000000000000,0.000000000000000, , , , , ,114.000000000000000,0.000000000000000,19,1.0684400,139.7539978,"1,095.7299805",111.8030014,"3,771.9399414",7,61,0.2650190,117.3619995,114,19.1012993,4.3239698,40
"2,468","3,241", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2239-FI,0.000000000000000,0.000000000000000, , , , , ,125.000000000000000,0.000000000000000,14,-0.3912500,25.0000000,"1,683.2399902",209.5379944,"3,440.0000000",7,61,0.4281750,113.8300018,61,32.6175995,-26.6212997,40
"2,469","3,242", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2240-FI,0.000000000000000,0.000000000000000, , , , , ,127.000000000000000,0.000000000000000,6,-0.2520310,12.5000000,"1,812.4599609",194.4539948,"3,341.0000000",7,61,0.5098930,124.5309982,146,10.0514002,-2.1179199,40
"2,470","3,243", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2241-FI,0.000000000000000,0.000000000000000, , , , , ,18.000000000000000,0.000000000000000,6,0.1956250,12.5000000,"1,755.3499756",123.7440033,"3,357.1899414",7,61,0.5147300,125.3249969,158,6.7779899,-6.0229502,40
"2,471","3,244", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2242-FI,0.000000000000000,0.000000000000000, , , , , ,35.000000000000000,0.000000000000000,15,1.0017200,0.0000000,298.1719971,55.9016991,"3,341.3601074",7,61,0.2779490,18.2164001,197,28.5872993,2.4311500,40
"2,472","3,245", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2243-FI,0.000000000000000,0.000000000000000, , , , , ,14.000000000000000,0.000000000000000,15,0.1581250,0.0000000,313.2489929,0.0000000,"3,426.3601074",7,61,0.2037380,34.6264992,174,28.1685009,9.2817402,40
"2,473","3,246", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2244-FI,0.000000000000000,0.000000000000000, , , , , ,67.000000000000000,0.000000000000000,15,-0.5123440,162.5000000,251.5579987,0.0000000,"3,358.9599609",7,61,0.2039950,13.8502998,192,8.7353001,-1.9480000,40
"2,474","3,247", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2245-FI,0.000000000000000,0.000000000000000, , , , , ,79.000000000000000,0.000000000000000,8,-1.9156200,150.5200043,0.0000000,12.5000000,"3,538.3500977",7,61,0.1861130,62.5612984,123,32.3426018,-2.3786600,40
"2,475","3,248", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2246-FI,0.000000000000000,0.000000000000000, , , , , ,26.000000000000000,0.000000000000000,15,0.0400000,276.6990051,195.6560059,50.0000000,"3,341.5800781",7,61,0.2337010,79.4922028,138,18.4911995,18.9965992,40
"2,476","3,249", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2247-FI,0.000000000000000,0.000000000000000, , , , , ,129.000000000000000,0.000000000000000,15,0.8762500,190.8040009,425.7349854,275.2839966,"3,222.0000000",7,61,0.4903780,25.5912991,185,30.3689003,8.4765596,40
"2,477","3,250", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2248-FI,0.000000000000000,0.000000000000000, , , , , ,3.000000000000000,0.000000000000000,14,0.6929690,184.5599976,"1,481.4000244",175.0000000,"3,475.6799316",7,61,0.4441740,129.1119995,110,19.3425999,1.9575200,40
"2,478","3,251", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2249-FI,0.000000000000000,0.000000000000000, , , , , ,30.000000000000000,0.000000000000000,10,0.3775000,106.0660019,"1,649.0999756",150.5200043,"3,096.9899902",6,62,0.4085230,3.0353999,206,15.6568003,16.8495998,36
"2,479","3,252", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2250-FI,0.000000000000000,0.000000000000000, , , , , ,28.000000000000000,0.000000000000000,18,2.9842200,67.3145981,397.0599976,62.5000000,"3,523.8601074",7,61,0.2278820,30.4335003,184,22.2938995,24.1718998,40
"2,480","3,253", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2251-FI,0.000000000000000,0.000000000000000, , , , , ,90.000000000000000,0.000000000000000,18,-1.0182800,117.9250031,491.9670105,75.0000000,"3,598.5400391",7,61,0.2891740,27.9580994,186,10.4731998,-3.3315401,40
"2,481","3,254", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2252-FI,0.000000000000000,0.000000000000000, , , , , ,78.000000000000000,0.000000000000000,8,-1.9787500,118.5849991,559.0170288,206.1549988,"3,401.1599121",7,61,0.2547810,89.3694992,68,36.9896011,11.3928003,40
"2,482","3,255", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2253-FI,0.000000000000000,0.000000000000000, , , , , ,22.000000000000000,0.000000000000000,6,0.5159380,35.3553009,134.6289978,728.8690186,"3,007.8999023",6,62,0.2457950,78.4620972,110,28.5946999,-0.3020020,36
"2,483","3,256", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2254-FI,0.000000000000000,0.000000000000000, , , , , ,77.000000000000000,0.000000000000000,6,0.2378130,12.5000000,12.5000000,455.0069885,"3,078.2800293",6,62,0.2323100,22.3679008,192,15.6294003,-5.6301298,36
"2,484","3,257", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2255-FI,0.000000000000000,0.000000000000000, , , , , ,67.000000000000000,0.000000000000000,6,-1.0237499,55.9016991,79.0569000,527.3759766,"3,040.6799316",6,62,0.1899720,76.8471985,110,29.2838001,-8.5666504,36
"2,485","3,258", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2256-FI,0.000000000000000,0.000000000000000, , , , , ,15.000000000000000,0.000000000000000,15,-0.6914060,367.6359863,79.0569000,27.9507999,"3,306.3601074",7,61,0.2096690,66.9032974,129,27.4389000,-26.2964001,40
"2,486","3,259", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2257-FI,0.000000000000000,0.000000000000000, , , , , ,76.000000000000000,0.000000000000000,6,0.7282810,265.1650085,12.5000000,62.5000000,"3,290.1599121",7,61,0.2861950,14.6042004,193,9.9970503,5.0925298,40
"2,487","3,260", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2258-FI,0.000000000000000,0.000000000000000, , , , , ,91.000000000000000,0.000000000000000,8,0.5335940,37.5000000,"1,229.8399658",158.1139984,"3,481.2500000",7,61,0.4372800,67.7373962,133,25.2735996,0.2578130,40
"2,488","3,261", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2259-FI,0.000000000000000,0.000000000000000, , , , , ,78.000000000000000,0.000000000000000,12,1.0557801,100.7779999,911.2150269,168.1699982,"3,257.5000000",7,61,0.2729750,91.1502991,90,30.1758003,-5.8425298,40
"2,489","3,262", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2260-FI,0.000000000000000,0.000000000000000, , , , , ,30.000000000000000,0.000000000000000,8,-0.9673440,55.9016991,860.9589844,51.5387993,"3,428.0600586",7,61,0.3707730,78.3373032,127,23.0746002,10.0422001,40
"2,490","3,263", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2261-FI,0.000000000000000,0.000000000000000, , , , , ,333.000000000000000,0.000000000000000,15,-0.3714060,88.3883972,257.3909912,17.6777000,"3,252.5700684",7,61,0.2892280,41.8437004,172,20.1385994,10.9146004,40
"2,491","3,264", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2262-FI,0.000000000000000,0.000000000000000, , , , , ,70.000000000000000,0.000000000000000,12,0.8100000,62.5000000,279.5079956,265.1650085,"2,772.0300293",6,62,0.4340740,308.5299988,194,4.6524701,4.8347201,36
"2,492","3,265", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2263-FI,0.000000000000000,0.000000000000000, , , , , ,16.000000000000000,0.000000000000000,18,-1.4878100,166.7709961,494.5010071,37.5000000,"3,476.8100586",7,61,0.2373230,70.2830963,148,17.6242008,-4.8037100,40
"2,493","3,266", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2264-FI,0.000000000000000,0.000000000000000, , , , , ,52.000000000000000,0.000000000000000,8,4.8940601,12.5000000,944.8049927,125.0000000,"3,390.5000000",7,61,0.2875810,15.8677998,196,37.9067001,11.0935001,40
"2,494","3,267", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2265-FI,0.000000000000000,0.000000000000000, , , , , ,90.000000000000000,0.000000000000000,6,0.6487500,67.3145981,223.6069946,477.2969971,"3,060.0000000",6,62,0.1774840,62.2536011,161,14.4221001,6.1879902,36
"2,495","3,268", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2266-FI,0.000000000000000,0.000000000000000, , , , , ,120.000000000000000,0.000000000000000,10,0.3923440,12.5000000,"2,077.6000977",337.5000000,"2,975.6899414",7,68,0.2483850,89.9185028,128,19.0323009,-3.3171401,40
"2,496","3,269", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2267-FI,0.000000000000000,0.000000000000000, , , , , ,145.000000000000000,0.000000000000000,14,1.2800000,187.9160004,"2,741.8300781",112.5000000,"3,485.0000000",6,38,0.4870210,130.6300049,112,18.7985992,10.3353996,39
"2,497","3,270", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2268-FI,0.000000000000000,0.000000000000000, , , , , ,185.000000000000000,0.000000000000000,9,-1.4643800,212.5000000,"2,553.3400879",213.6000061,"3,409.1398926",6,38,0.4769830,145.1109924,66,30.3057995,-18.2441006,39
"2,498","3,271", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2269-FI,0.000000000000000,0.000000000000000, , , , , ,81.000000000000000,0.000000000000000,15,-0.0448437,0.0000000,"3,030.5000000",459.9590149,"3,493.3898926",27,37,0.0661139,184.6179962,148,13.2290001,-12.9589996,32
"2,499","3,272", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2270-FI,0.000000000000000,0.000000000000000, , , , , ,156.000000000000000,0.000000000000000,14,-0.0518750,203.4850006,"2,413.1499023",112.5000000,"3,478.9299316",27,37,0.4359190,80.9558029,160,9.6057396,14.2025995,32
"2,500","3,273", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2271-FI,0.000000000000000,0.000000000000000, , , , , ,137.000000000000000,0.000000000000000,9,-0.7185940,55.9016991,"2,419.9699707",194.0520020,"3,442.5000000",6,38,0.4359640,156.0899963,118,18.2800999,-13.2343998,39
"2,501","3,274", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2272-FI,0.000000000000000,0.000000000000000, , , , , ,156.000000000000000,0.000000000000000,9,-1.0846900,35.3553009,"2,399.0900879",262.5000000,"3,433.5000000",6,38,0.3621350,132.3119965,57,32.0228996,-0.7419430,39
"2,502","3,275", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2273-FI,0.000000000000000,0.000000000000000, , , , , ,219.000000000000000,0.000000000000000,14,-0.1282810,79.0569000,"2,326.2800293",269.8380127,"3,409.5000000",6,38,0.4832570,155.8150024,98,23.4717999,7.6735802,39
"2,503","3,276", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2274-FI,0.000000000000000,0.000000000000000, , , , , ,39.000000000000000,0.000000000000000,16,-0.2692190,0.0000000,"1,241.5300293",191.2129974,"3,237.6799316",4,68,0.4763220,211.3809967,168,11.0419998,-12.3915997,35
"2,504","3,277", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2275-FI,0.000000000000000,0.000000000000000, , , , , ,89.000000000000000,0.000000000000000,9,-0.2001560,308.7269897,80.0391006,111.8030014,"3,019.5800781",7,10,0.0782788,23.6014996,186,5.9749999,-8.9314003,43
"2,505","3,278", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2276-FI,0.000000000000000,0.000000000000000, , , , , ,78.000000000000000,0.000000000000000,9,0.6000000,222.5559998,240.4420013,62.5000000,"2,960.3100586",4,68,0.0592027,88.7453003,154,10.3994999,6.0331998,35
"2,506","3,279", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2277-FI,0.000000000000000,0.000000000000000, , , , , ,33.000000000000000,0.000000000000000,9,-0.7776560,27.9507999,461.1470032,45.0694008,"3,014.0000000",4,68,0.0631878,78.2817993,151,13.9544001,-2.1042500,35
"2,507","3,280", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2278-FI,0.000000000000000,0.000000000000000, , , , , ,185.000000000000000,0.000000000000000,9,-0.3337500,76.0345001,561.8049927,162.5000000,"2,992.0000000",4,68,0.0537896,32.9710999,184,11.0201998,-6.4738798,35
"2,508","3,281", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2279-FI,0.000000000000000,0.000000000000000, , , , , ,233.000000000000000,0.000000000000000,9,0.4229690,117.9250031,464.0180054,170.0180054,"2,996.5000000",4,68,0.0609604,183.6549988,147,13.5964003,-10.2765999,35
"2,509","3,282", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2280-FI,0.000000000000000,0.000000000000000, , , , , ,8.000000000000000,0.000000000000000,9,-1.0062500,95.1971970,"1,061.3199463",12.5000000,"3,085.0000000",4,68,0.1252330,233.1690063,181,3.9282999,0.2524410,35
"2,510","3,283", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2281-FI,0.000000000000000,0.000000000000000, , , , , ,132.000000000000000,0.000000000000000,4,-0.1970310,37.5000000,263.6879883,0.0000000,"2,830.7500000",4,69,0.1253220,8.3093700,202,15.0459003,-12.3080997,42
"2,511","3,284", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2282-FI,0.000000000000000,0.000000000000000, , , , , ,333.000000000000000,0.000000000000000,9,-0.2625000,504.5109863,398.8259888,150.5200043,"2,776.3300781",4,68,0.0977621,131.6450043,154,7.8572698,-2.7746601,35
"2,512","3,285", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2283-FI,0.000000000000000,0.000000000000000, , , , , ,117.000000000000000,0.000000000000000,11,-0.5334370,62.5000000,"2,432.6599121",187.9160004,"2,910.8300781",4,69,0.2467600,350.1659851,196,6.7826099,-16.8974991,42
"2,513","3,286", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2284-FI,0.000000000000000,0.000000000000000, , , , , ,283.000000000000000,0.000000000000000,9,0.0323437,45.0694008,369.1210022,187.5000000,"3,038.0600586",7,18,0.1080660,121.5070038,134,13.3397999,-8.0090303,43
"2,514","3,287", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2285-FI,0.000000000000000,0.000000000000000, , , , , ,252.000000000000000,0.000000000000000,9,0.2740630,125.0000000,111.8030014,53.0330009,"3,047.0500488",7,18,0.1069240,283.9949951,214,15.1504002,-0.0554199,43
"2,515","3,288", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2286-FI,0.000000000000000,0.000000000000000, , , , , ,98.000000000000000,0.000000000000000,9,0.6203130,25.0000000,530.4769897,187.5000000,"3,055.4399414",7,18,0.0944333,251.7610016,196,17.4074993,-0.1352540,43
"2,516","3,289", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2287-FI,0.000000000000000,0.000000000000000, , , , , ,83.000000000000000,0.000000000000000,9,-0.3428130,87.5000000,45.0694008,201.5559998,"3,036.0600586",7,18,0.1396480,98.3479004,156,8.7285204,-0.6660160,43
"2,517","3,290", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2288-FI,0.000000000000000,0.000000000000000, , , , , ,130.000000000000000,0.000000000000000,9,-0.4000000,113.1920013,100.7779999,88.3883972,"3,051.0000000",7,18,0.1168770,84.8933029,161,8.5172901,-2.7351100,43
"2,518","3,291", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f2289-FI,0.000000000000000,0.000000000000000, , , , , ,133.000000000000000,0.000000000000000,9,0.0626563,72.8869019,277.5450134,125.6230011,"3,067.0500488",7,18,0.0948933,129.5540009,135,13.0143995,6.3977098,43
